"id","fingerprint","createdAt","updatedAt","student","subject"
"128","http://www.google.com","2022-09-29","2022-10-02","VU4F1920031","43"
"129","http://www.google.com","2022-09-04","2022-10-02","VU4F1920032","40"
"130","http://www.google.com","2022-09-01","2022-10-02","VU4F1920033","57"
"131","http://www.google.com","2022-09-26","2022-10-02","VU4F1920034","51"
"132","http://www.google.com","2022-08-31","2022-10-02","VU4F1920035","57"
"133","http://www.google.com","2022-09-22","2022-10-02","VU4F1920036","4"
"134","http://www.google.com","2022-09-22","2022-10-02","VU4F1920037","57"
"135","http://www.google.com","2022-09-05","2022-10-02","VU4F1920038","57"
"136","http://www.google.com","2022-09-12","2022-10-02","VU4F1920039","39"
"137","http://www.google.com","2022-09-04","2022-10-02","VU4F1920040","21"
"138","http://www.google.com","2022-09-04","2022-10-02","VU4F1920041","56"
"139","http://www.google.com","2022-09-29","2022-10-02","VU4F1920042","35"
"140","http://www.google.com","2022-09-08","2022-10-02","VU4F1920026","39"
"141","http://www.google.com","2022-09-08","2022-10-02","VU4F1920044","34"
"142","http://www.google.com","2022-09-15","2022-10-02","VU4F1920045","4"
"143","http://www.google.com","2022-08-31","2022-10-02","VU4F1920046","57"
"144","http://www.google.com","2022-09-06","2022-10-02","VU4F1920047","39"
"145","http://www.google.com","2022-09-15","2022-10-02","VU4F1920048","48"
"146","http://www.google.com","2022-09-27","2022-10-02","VU4F1920049","3"
"147","http://www.google.com","2022-09-15","2022-10-02","VU4F1920050","37"
"148","http://www.google.com","2022-09-27","2022-10-02","VU4F1920043","19"
"149","http://www.google.com","2022-09-12","2022-10-02","VU4F1920018","49"
"150","http://www.google.com","2022-09-04","2022-10-02","VU4F1920021","42"
"151","http://www.google.com","2022-09-18","2022-10-02","VU4F1920001","4"
"152","http://www.google.com","2022-09-26","2022-10-02","VU4F1920002","39"
"153","http://www.google.com","2022-09-07","2022-10-02","VU4F1920003","57"
"154","http://www.google.com","2022-09-04","2022-10-02","VU4F1920004","41"
"155","http://www.google.com","2022-09-18","2022-10-02","VU4F1920005","39"
"156","http://www.google.com","2022-09-27","2022-10-02","VU4F1920006","53"
"157","http://www.google.com","2022-09-14","2022-10-02","VU4F1920007","50"
"158","http://www.google.com","2022-09-11","2022-10-02","VU4F1920008","38"
"159","http://www.google.com","2022-08-31","2022-10-02","VU4F1920009","42"
"160","http://www.google.com","2022-09-12","2022-10-02","VU4F19200010","40"
"161","http://www.google.com","2022-09-20","2022-10-02","VU4F1920011","22"
"162","http://www.google.com","2022-09-12","2022-10-02","VU4F1920012","51"
"163","http://www.google.com","2022-09-12","2022-10-02","VU4F1920013","40"
"164","http://www.google.com","2022-09-25","2022-10-02","VU4F1920014","35"
"165","http://www.google.com","2022-09-27","2022-10-02","VU4F1920015","37"
"166","http://www.google.com","2022-09-05","2022-10-02","VU4F1920016","52"
"167","http://www.google.com","2022-09-18","2022-10-02","VU4F1920017","53"
"168","http://www.google.com","2022-09-29","2022-10-02","VU4F1920019","35"
"169","http://www.google.com","2022-09-20","2022-10-02","VU4F1920022","47"
"170","http://www.google.com","2022-09-26","2022-10-02","VU4F1920023","18"
"171","http://www.google.com","2022-09-01","2022-10-02","VU4F1920025","41"
"172","http://www.google.com","2022-09-04","2022-10-02","VU4F1920020","35"
"173","http://www.google.com","2022-09-20","2022-10-02","VU4F1920027","41"
"174","http://www.google.com","2022-09-04","2022-10-02","VU4F1920028","18"
"175","http://www.google.com","2022-09-22","2022-10-02","VU4F1920029","48"
"176","http://www.google.com","2022-09-18","2022-10-02","VU4F1920030","43"
"177","http://www.google.com","2022-09-15","2022-10-02","VU4F1920031","43"
"178","http://www.google.com","2022-09-14","2022-10-02","VU4F1920032","40"
"179","http://www.google.com","2022-09-15","2022-10-02","VU4F1920033","57"
"180","http://www.google.com","2022-09-13","2022-10-02","VU4F1920034","51"
"181","http://www.google.com","2022-09-26","2022-10-02","VU4F1920035","57"
"182","http://www.google.com","2022-09-25","2022-10-02","VU4F1920036","4"
"183","http://www.google.com","2022-09-04","2022-10-02","VU4F1920037","57"
"184","http://www.google.com","2022-09-20","2022-10-02","VU4F1920038","57"
"185","http://www.google.com","2022-09-25","2022-10-02","VU4F1920039","39"
"186","http://www.google.com","2022-09-12","2022-10-02","VU4F1920040","21"
"187","http://www.google.com","2022-09-07","2022-10-02","VU4F1920041","56"
"188","http://www.google.com","2022-09-07","2022-10-02","VU4F1920042","35"
"189","http://www.google.com","2022-09-07","2022-10-02","VU4F1920026","39"
"190","http://www.google.com","2022-09-19","2022-10-02","VU4F1920044","34"
"191","http://www.google.com","2022-09-26","2022-10-02","VU4F1920045","4"
"192","http://www.google.com","2022-09-14","2022-10-02","VU4F1920046","57"
"193","http://www.google.com","2022-09-14","2022-10-02","VU4F1920048","48"
"194","http://www.google.com","2022-09-05","2022-10-02","VU4F1920049","3"
"195","http://www.google.com","2022-08-31","2022-10-02","VU4F1920050","37"
"196","http://www.google.com","2022-09-12","2022-10-02","VU4F1920043","19"
"197","http://www.google.com","2022-09-04","2022-10-02","VU4F1920018","49"
"198","http://www.google.com","2022-09-20","2022-10-02","VU4F1920021","42"
"199","http://www.google.com","2022-09-04","2022-10-02","VU4F1920001","8"
"200","http://www.google.com","2022-09-13","2022-10-02","VU4F1920002","39"
"201","http://www.google.com","2022-09-19","2022-10-02","VU4F1920004","41"
"202","http://www.google.com","2022-09-05","2022-10-02","VU4F1920005","39"
"203","http://www.google.com","2022-09-27","2022-10-02","VU4F1920007","50"
"204","http://www.google.com","2022-09-25","2022-10-02","VU4F1920008","38"
"205","http://www.google.com","2022-09-22","2022-10-02","VU4F1920009","42"
"206","http://www.google.com","2022-09-07","2022-10-02","VU4F19200010","40"
"207","http://www.google.com","2022-09-11","2022-10-02","VU4F1920011","22"
"208","http://www.google.com","2022-09-27","2022-10-02","VU4F1920012","51"
"209","http://www.google.com","2022-09-04","2022-10-02","VU4F1920013","40"
"210","http://www.google.com","2022-09-06","2022-10-02","VU4F1920014","35"
"211","http://www.google.com","2022-09-28","2022-10-02","VU4F1920015","37"
"212","http://www.google.com","2022-09-25","2022-10-02","VU4F1920016","52"
"213","http://www.google.com","2022-09-20","2022-10-02","VU4F1920017","53"
"214","http://www.google.com","2022-09-28","2022-10-02","VU4F1920019","35"
"215","http://www.google.com","2022-09-01","2022-10-02","VU4F1920023","18"
"216","http://www.google.com","2022-09-28","2022-10-02","VU4F1920025","41"
"217","http://www.google.com","2022-09-20","2022-10-02","VU4F1920020","35"
"218","http://www.google.com","2022-09-13","2022-10-02","VU4F1920027","41"
"219","http://www.google.com","2022-09-08","2022-10-02","VU4F1920028","18"
"220","http://www.google.com","2022-09-12","2022-10-02","VU4F1920029","48"
"221","http://www.google.com","2022-09-12","2022-10-02","VU4F1920030","43"
"222","http://www.google.com","2022-09-25","2022-10-02","VU4F1920031","43"
"223","http://www.google.com","2022-09-18","2022-10-02","VU4F1920032","40"
"224","http://www.google.com","2022-09-20","2022-10-02","VU4F1920033","57"
"225","http://www.google.com","2022-09-27","2022-10-02","VU4F1920034","51"
"226","http://www.google.com","2022-09-11","2022-10-02","VU4F1920035","57"
"227","http://www.google.com","2022-09-19","2022-10-02","VU4F1920036","4"
"228","http://www.google.com","2022-09-19","2022-10-02","VU4F1920037","57"
"229","http://www.google.com","2022-09-08","2022-10-02","VU4F1920038","57"
"230","http://www.google.com","2022-09-13","2022-10-02","VU4F1920039","39"
"231","http://www.google.com","2022-09-18","2022-10-02","VU4F1920040","25"
"232","http://www.google.com","2022-09-19","2022-10-02","VU4F1920041","56"
"233","http://www.google.com","2022-09-15","2022-10-02","VU4F1920042","35"
"234","http://www.google.com","2022-09-22","2022-10-02","VU4F1920026","39"
"235","http://www.google.com","2022-09-13","2022-10-02","VU4F1920044","34"
"236","http://www.google.com","2022-09-01","2022-10-02","VU4F1920045","4"
"237","http://www.google.com","2022-09-05","2022-10-02","VU4F1920046","57"
"238","http://www.google.com","2022-09-26","2022-10-02","VU4F1920048","48"
"239","http://www.google.com","2022-09-14","2022-10-02","VU4F1920049","3"
"240","http://www.google.com","2022-09-12","2022-10-02","VU4F1920050","37"
"241","http://www.google.com","2022-09-15","2022-10-02","VU4F1920043","19"
"242","http://www.google.com","2022-09-05","2022-10-02","VU4F1920021","42"
"243","http://www.google.com","2022-09-15","2022-10-02","VU4F1920001","8"
"244","http://www.google.com","2022-09-15","2022-10-02","VU4F1920002","39"
"245","http://www.google.com","2022-09-20","2022-10-02","VU4F1920004","41"
"246","http://www.google.com","2022-09-19","2022-10-02","VU4F1920005","39"
"247","http://www.google.com","2022-09-28","2022-10-02","VU4F1920008","38"
"248","http://www.google.com","2022-09-27","2022-10-02","VU4F19200010","40"
"249","http://www.google.com","2022-09-05","2022-10-02","VU4F1920011","22"
"250","http://www.google.com","2022-09-20","2022-10-02","VU4F1920013","40"
"251","http://www.google.com","2022-09-05","2022-10-02","VU4F1920014","35"
"252","http://www.google.com","2022-09-14","2022-10-02","VU4F1920015","37"
"253","http://www.google.com","2022-09-28","2022-10-02","VU4F1920017","53"
"254","http://www.google.com","2022-08-31","2022-10-02","VU4F1920019","35"
"255","http://www.google.com","2022-09-05","2022-10-02","VU4F1920023","18"
"256","http://www.google.com","2022-09-06","2022-10-02","VU4F1920025","41"
"257","http://www.google.com","2022-09-13","2022-10-02","VU4F1920028","18"
"258","http://www.google.com","2022-09-11","2022-10-02","VU4F1920029","48"
"259","http://www.google.com","2022-09-06","2022-10-02","VU4F1920030","43"
"260","http://www.google.com","2022-09-11","2022-10-02","VU4F1920031","43"
"261","http://www.google.com","2022-09-28","2022-10-02","VU4F1920032","40"
"262","http://www.google.com","2022-09-19","2022-10-02","VU4F1920033","57"
"263","http://www.google.com","2022-09-27","2022-10-02","VU4F1920035","57"
"264","http://www.google.com","2022-09-26","2022-10-02","VU4F1920036","4"
"265","http://www.google.com","2022-09-18","2022-10-02","VU4F1920037","57"
"266","http://www.google.com","2022-09-28","2022-10-02","VU4F1920039","39"
"267","http://www.google.com","2022-09-14","2022-10-02","VU4F1920040","25"
"268","http://www.google.com","2022-09-05","2022-10-02","VU4F1920041","56"
"269","http://www.google.com","2022-09-08","2022-10-02","VU4F1920042","35"
"270","http://www.google.com","2022-09-05","2022-10-02","VU4F1920026","39"
"271","http://www.google.com","2022-09-20","2022-10-02","VU4F1920044","34"
"272","http://www.google.com","2022-09-08","2022-10-02","VU4F1920045","8"
"273","http://www.google.com","2022-09-06","2022-10-02","VU4F1920046","57"
"274","http://www.google.com","2022-09-05","2022-10-02","VU4F1920048","48"
"275","http://www.google.com","2022-09-11","2022-10-02","VU4F1920049","3"
"276","http://www.google.com","2022-09-11","2022-10-02","VU4F1920043","19"
"277","http://www.google.com","2022-09-25","2022-10-02","VU4F1920001","8"
"278","http://www.google.com","2022-09-14","2022-10-02","VU4F1920011","22"
"279","http://www.google.com","2022-09-13","2022-10-02","VU4F1920014","35"
"280","http://www.google.com","2022-09-19","2022-10-02","VU4F1920017","53"
"281","http://www.google.com","2022-09-04","2022-10-02","VU4F1920019","35"
"282","http://www.google.com","2022-09-22","2022-10-02","VU4F1920023","18"
"283","http://www.google.com","2022-09-29","2022-10-02","VU4F1920028","18"
"284","http://www.google.com","2022-09-29","2022-10-02","VU4F1920029","48"
"285","http://www.google.com","2022-09-22","2022-10-02","VU4F1920031","43"
"286","http://www.google.com","2022-09-21","2022-10-02","VU4F1920033","57"
"287","http://www.google.com","2022-09-29","2022-10-02","VU4F1920036","8"
"288","http://www.google.com","2022-09-07","2022-10-02","VU4F1920040","25"
"289","http://www.google.com","2022-09-14","2022-10-02","VU4F1920041","56"
"290","http://www.google.com","2022-09-05","2022-10-02","VU4F1920042","35"
"291","http://www.google.com","2022-09-21","2022-10-02","VU4F1920026","39"
"292","http://www.google.com","2022-09-18","2022-10-02","VU4F1920045","8"
"293","http://www.google.com","2022-09-11","2022-10-02","VU4F1920046","57"
"294","http://www.google.com","2022-09-13","2022-10-02","VU4F1920049","3"
"295","http://www.google.com","2022-09-22","2022-10-02","VU4F1920043","19"
"296","http://www.google.com","2022-09-01","2022-10-02","VU4F1920001","8"
"297","http://www.google.com","2022-09-19","2022-10-02","VU4F1920011","22"
"298","http://www.google.com","2022-09-26","2022-10-02","VU4F1920017","53"
"299","http://www.google.com","2022-09-07","2022-10-02","VU4F1920019","35"
"300","http://www.google.com","2022-09-29","2022-10-02","VU4F1920023","18"
"301","http://www.google.com","2022-09-01","2022-10-02","VU4F1920028","18"
"302","http://www.google.com","2022-09-28","2022-10-02","VU4F1920036","8"
"303","http://www.google.com","2022-09-20","2022-10-02","VU4F1920040","25"
"304","http://www.google.com","2022-09-18","2022-10-02","VU4F1920042","35"
"305","http://www.google.com","2022-09-11","2022-10-02","VU4F1920045","8"
"306","http://www.google.com","2022-09-15","2022-10-02","VU4F1920049","7"
"307","http://www.google.com","2022-08-31","2022-10-02","VU4F1920043","23"
"308","http://www.google.com","2022-09-28","2022-10-02","VU4F1920001","8"
"309","http://www.google.com","2022-09-21","2022-10-02","VU4F1920011","22"
"310","http://www.google.com","2022-09-13","2022-10-02","VU4F1920019","35"
"311","http://www.google.com","2022-09-19","2022-10-02","VU4F1920023","22"
"312","http://www.google.com","2022-09-14","2022-10-02","VU4F1920028","22"
"313","http://www.google.com","2022-09-27","2022-10-02","VU4F1920036","12"
"314","http://www.google.com","2022-09-13","2022-10-02","VU4F1920040","29"
"315","http://www.google.com","2022-09-22","2022-10-02","VU4F1920045","8"
"316","http://www.google.com","2022-09-25","2022-10-02","VU4F1920049","7"
"317","http://www.google.com","2022-09-28","2022-10-02","VU4F1920043","23"
"318","http://www.google.com","2022-09-26","2022-10-02","VU4F1920001","8"
"319","http://www.google.com","2022-09-07","2022-10-02","VU4F1920011","22"
"320","http://www.google.com","2022-09-27","2022-10-02","VU4F1920019","35"
"321","http://www.google.com","2022-09-28","2022-10-02","VU4F1920023","22"
"322","http://www.google.com","2022-09-21","2022-10-02","VU4F1920028","22"
"323","http://www.google.com","2022-09-04","2022-10-02","VU4F1920036","12"
"324","http://www.google.com","2022-09-27","2022-10-02","VU4F1920040","29"
"325","http://www.google.com","2022-09-14","2022-10-02","VU4F1920045","8"
"326","http://www.google.com","2022-09-29","2022-10-02","VU4F1920049","7"
"327","http://www.google.com","2022-09-20","2022-10-02","VU4F1920043","23"
"328","http://www.google.com","2022-09-05","2022-10-02","VU4F1920001","8"
"329","http://www.google.com","2022-09-13","2022-10-02","VU4F1920011","26"
"330","http://www.google.com","2022-09-21","2022-10-02","VU4F1920023","22"
"331","http://www.google.com","2022-09-19","2022-10-02","VU4F1920028","22"
"332","http://www.google.com","2022-08-31","2022-10-02","VU4F1920036","12"
"333","http://www.google.com","2022-09-26","2022-10-02","VU4F1920040","29"
"334","http://www.google.com","2022-09-19","2022-10-02","VU4F1920045","8"
"335","http://www.google.com","2022-09-28","2022-10-02","VU4F1920049","7"
"336","http://www.google.com","2022-09-08","2022-10-02","VU4F1920043","23"
"337","http://www.google.com","2022-09-19","2022-10-02","VU4F1920001","8"
"338","http://www.google.com","2022-09-15","2022-10-02","VU4F1920011","26"
"339","http://www.google.com","2022-09-04","2022-10-02","VU4F1920023","22"
"340","http://www.google.com","2022-09-28","2022-10-02","VU4F1920028","22"
"341","http://www.google.com","2022-09-21","2022-10-02","VU4F1920036","12"
"342","http://www.google.com","2022-09-29","2022-10-02","VU4F1920040","29"
"343","http://www.google.com","2022-09-27","2022-10-02","VU4F1920045","8"
"344","http://www.google.com","2022-09-21","2022-10-02","VU4F1920049","7"
"345","http://www.google.com","2022-09-29","2022-10-02","VU4F1920043","23"
"346","http://www.google.com","2022-08-31","2022-10-02","VU4F1920001","8"
"347","http://www.google.com","2022-09-27","2022-10-02","VU4F1920011","26"
"348","http://www.google.com","2022-09-14","2022-10-02","VU4F1920023","22"
"349","http://www.google.com","2022-09-27","2022-10-02","VU4F1920028","26"
"350","http://www.google.com","2022-09-18","2022-10-02","VU4F1920036","12"
"351","http://www.google.com","2022-09-19","2022-10-02","VU4F1920040","29"
"352","http://www.google.com","2022-09-25","2022-10-02","VU4F1920045","8"
"353","http://www.google.com","2022-09-12","2022-10-02","VU4F1920049","7"
"354","http://www.google.com","2022-09-01","2022-10-02","VU4F1920043","23"
"355","http://www.google.com","2022-09-29","2022-10-02","VU4F1920001","12"
"356","http://www.google.com","2022-09-18","2022-10-02","VU4F1920011","26"
"357","http://www.google.com","2022-09-11","2022-10-02","VU4F1920023","26"
"358","http://www.google.com","2022-09-22","2022-10-02","VU4F1920028","26"
"359","http://www.google.com","2022-09-15","2022-10-02","VU4F1920036","12"
"360","http://www.google.com","2022-09-11","2022-10-02","VU4F1920040","29"
"361","http://www.google.com","2022-09-07","2022-10-02","VU4F1920045","12"
"362","http://www.google.com","2022-09-20","2022-10-02","VU4F1920049","7"
"363","http://www.google.com","2022-09-13","2022-10-02","VU4F1920043","23"
"364","http://www.google.com","2022-09-11","2022-10-02","VU4F1920001","12"
"365","http://www.google.com","2022-09-25","2022-10-02","VU4F1920011","26"
"366","http://www.google.com","2022-09-08","2022-10-02","VU4F1920023","26"
"367","http://www.google.com","2022-09-20","2022-10-02","VU4F1920028","26"
"368","http://www.google.com","2022-09-07","2022-10-02","VU4F1920036","12"
"369","http://www.google.com","2022-09-22","2022-10-02","VU4F1920040","33"
"370","http://www.google.com","2022-09-06","2022-10-02","VU4F1920045","12"
"371","http://www.google.com","2022-09-04","2022-10-02","VU4F1920049","11"
"372","http://www.google.com","2022-09-25","2022-10-02","VU4F1920043","27"
"373","http://www.google.com","2022-09-06","2022-10-02","VU4F1920001","12"
"374","http://www.google.com","2022-09-26","2022-10-02","VU4F1920011","30"
"375","http://www.google.com","2022-09-18","2022-10-02","VU4F1920023","26"
"376","http://www.google.com","2022-09-25","2022-10-02","VU4F1920028","26"
"377","http://www.google.com","2022-09-05","2022-10-02","VU4F1920036","12"
"378","http://www.google.com","2022-09-25","2022-10-02","VU4F1920040","33"
"379","http://www.google.com","2022-08-31","2022-10-02","VU4F1920045","12"
"380","http://www.google.com","2022-09-19","2022-10-02","VU4F1920049","11"
"381","http://www.google.com","2022-09-05","2022-10-02","VU4F1920043","27"
"382","http://www.google.com","2022-09-13","2022-10-02","VU4F1920001","12"
"383","http://www.google.com","2022-09-08","2022-10-02","VU4F1920011","30"
"384","http://www.google.com","2022-09-27","2022-10-02","VU4F1920023","26"
"385","http://www.google.com","2022-09-06","2022-10-02","VU4F1920028","26"
"386","http://www.google.com","2022-09-14","2022-10-02","VU4F1920036","16"
"387","http://www.google.com","2022-09-21","2022-10-02","VU4F1920040","33"
